TITLE = "2D mesh with final value"
VARIABLES = "X" "Y" "scalar" "diff"
ZONE I=202, J=202, F=POINT
1.91625 -0.00875 900 0
1.93375 -0.00875 900 0
1.95125 -0.00875 900 0
1.96875 -0.00875 900 0
1.98625 -0.00875 900 0
2.00375 -0.00875 900 0
2.02125 -0.00875 900 0
2.03875 -0.00875 900 0
2.05625 -0.00875 900 0
2.07375 -0.00875 900 0
2.09125 -0.00875 900 0
2.10875 -0.00875 900 0
2.12625 -0.00875 900 0
2.14375 -0.00875 900 0
2.16125 -0.00875 900 0
2.17875 -0.00875 900 0
2.19625 -0.00875 900 0
2.21375 -0.00875 900 0
2.23125 -0.00875 900 0
2.24875 -0.00875 900 0
2.26625 -0.00875 900 0
2.28375 -0.00875 900 0
2.30125 -0.00875 900 0
2.31875 -0.00875 900 0
2.33625 -0.00875 900 0
2.35375 -0.00875 900 0
2.37125 -0.00875 900 0
2.38875 -0.00875 900 0
2.40625 -0.00875 900 0
2.42375 -0.00875 900 0
2.44125 -0.00875 900 0
2.45875 -0.00875 900 0
2.47625 -0.00875 900 0
2.49375 -0.00875 900 0
2.51125 -0.00875 900 0
2.52875 -0.00875 900 0
2.54625 -0.00875 900 0
2.56375 -0.00875 900 0
2.58125 -0.00875 900 0
2.59875 -0.00875 900 0
2.61625 -0.00875 900 0
2.63375 -0.00875 900 0
2.65125 -0.00875 900 0
2.66875 -0.00875 900 0
2.68625 -0.00875 900 0
2.70375 -0.00875 900 0
2.72125 -0.00875 900 0
2.73875 -0.00875 900 0
2.75625 -0.00875 900 0
2.77375 -0.00875 900 0
2.79125 -0.00875 900 0
2.80875 -0.00875 900 0
2.82625 -0.00875 900 0
2.84375 -0.00875 900 0
2.86125 -0.00875 900 0
2.87875 -0.00875 900 0
2.89625 -0.00875 900 0
2.91375 -0.00875 900 0
2.93125 -0.00875 900 0
2.94875 -0.00875 900 0
2.96625 -0.00875 900 0
2.98375 -0.00875 900 0
3.00125 -0.00875 900 0
3.01875 -0.00875 900 0
3.03625 -0.00875 900 0
3.05375 -0.00875 900 0
3.07125 -0.00875 900 0
3.08875 -0.00875 900 0
3.10625 -0.00875 900 0
3.12375 -0.00875 900 0
3.14125 -0.00875 900 0
3.15875 -0.00875 900 0
3.17625 -0.00875 900 0
3.19375 -0.00875 900 0
3.21125 -0.00875 900 0
3.22875 -0.00875 900 0
3.24625 -0.00875 900 0
3.26375 -0.00875 900 0
3.28125 -0.00875 900 0
3.29875 -0.00875 900 0
3.31625 -0.00875 900 0
3.33375 -0.00875 900 0
3.35125 -0.00875 900 0
3.36875 -0.00875 900 0
3.38625 -0.00875 900 0
3.40375 -0.00875 900 0
3.42125 -0.00875 900 0
3.43875 -0.00875 900 0
3.45625 -0.00875 900 0
3.47375 -0.00875 900 0
3.49125 -0.00875 900 0
3.50875 -0.00875 850 0
-0.00875 0.00875 400 0
0.00875 0.00875 650.003 3.25429e-09
0.02625 0.00875 748.832 6.50766e-09
0.04375 0.00875 795.314 9.75945e-09
0.06125 0.00875 820.763 1.30088e-08
0.07875 0.00875 836.451 1.62552e-08
0.09625 0.00875 847.001 1.94975e-08
0.11375 0.00875 854.562 2.27351e-08
0.13125 0.00875 860.241 2.5967e-08
0.14875 0.00875 864.661 2.91927e-08
0.16625 0.00875 868.199 3.24112e-08
0.18375 0.00875 871.094 3.56217e-08
0.20125 0.00875 873.507 3.88236e-08
0.21875 0.00875 875.55 4.2016e-08
0.23625 0.00875 877.302 4.51981e-08
0.25375 0.00875 878.82 4.83692e-08
0.27125 0.00875 880.149 5.15284e-08
0.28875 0.00875 881.322 5.46752e-08
0.30625 0.00875 882.364 5.78085e-08
0.32375 0.00875 883.298 6.09276e-08
0.34125 0.00875 884.138 6.4032e-08
0.35875 0.00875 884.898 6.71207e-08
0.37625 0.00875 885.59 7.0193e-08
0.39375 0.00875 886.221 7.32481e-08
0.41125 0.00875 886.801 7.62853e-08
0.42875 0.00875 887.334 7.9304e-08
0.44625 0.00875 887.826 8.23031e-08
0.46375 0.00875 888.282 8.52823e-08
0.48125 0.00875 888.705 8.82405e-08
0.49875 0.00875 889.1 9.11773e-08
0.51625 0.00875 889.468 9.40918e-08
0.53375 0.00875 889.813 9.69833e-08
0.55125 0.00875 890.136 9.98511e-08
0.56875 0.00875 890.44 1.02694e-07
0.58625 0.00875 890.726 1.05513e-07
0.60375 0.00875 890.995 1.08305e-07
0.62125 0.00875 891.25 1.11071e-07
0.63875 0.00875 891.492 1.1381e-07
0.65625 0.00875 891.72 1.16522e-07
0.67375 0.00875 891.937 1.19204e-07
0.69125 0.00875 892.143 1.21858e-07
0.70875 0.00875 892.34 1.24481e-07
0.72625 0.00875 892.527 1.27075e-07
0.74375 0.00875 892.705 1.29637e-07
0.76125 0.00875 892.875 1.32168e-07
0.77875 0.00875 893.038 1.34666e-07
0.79625 0.00875 893.194 1.37132e-07
0.81375 0.00875 893.343 1.39564e-07
0.83125 0.00875 893.486 1.41962e-07
0.84875 0.00875 893.623 1.44325e-07
0.86625 0.00875 893.755 1.46653e-07
0.88375 0.00875 893.882 1.48945e-07
0.90125 0.00875 894.004 1.51201e-07
0.91875 0.00875 894.121 1.53419e-07
0.93625 0.00875 894.234 1.55601e-07
0.95375 0.00875 894.343 1.57744e-07
0.97125 0.00875 894.448 1.59849e-07
0.98875 0.00875 894.55 1.61915e-07
1.00625 0.00875 894.647 1.63941e-07
1.02375 0.00875 894.742 1.65927e-07
1.04125 0.00875 894.834 1.67873e-07
1.05875 0.00875 894.922 1.69777e-07
1.07625 0.00875 895.008 1.7164e-07
1.09375 0.00875 895.091 1.73461e-07
1.11125 0.00875 895.171 1.7524e-07
1.12875 0.00875 895.249 1.76976e-07
1.14625 0.00875 895.324 1.78669e-07
1.16375 0.00875 895.398 1.80318e-07
1.18125 0.00875 895.469 1.81923e-07
1.19875 0.00875 895.538 1.83484e-07
1.21625 0.00875 895.605 1.85e-07
1.23375 0.00875 895.67 1.8647e-07
1.25125 0.00875 895.733 1.87895e-07
1.26875 0.00875 895.795 1.89274e-07
1.28625 0.00875 895.855 1.90607e-07
1.30375 0.00875 895.913 1.91894e-07
1.32125 0.00875 895.97 1.93133e-07
1.33875 0.00875 896.025 1.94326e-07
1.35625 0.00875 896.079 1.9547e-07
1.37375 0.00875 896.131 1.96567e-07
1.39125 0.00875 896.182 1.97617e-07
1.40875 0.00875 896.232 1.98617e-07
1.42625 0.00875 896.28 1.9957e-07
1.44375 0.00875 896.328 2.00473e-07
1.46125 0.00875 896.374 2.01328e-07
1.47875 0.00875 896.419 2.02133e-07
1.49625 0.00875 896.462 2.02889e-07
1.51375 0.00875 896.505 2.03596e-07
1.53125 0.00875 896.547 2.04252e-07
1.54875 0.00875 896.588 2.04859e-07
1.56625 0.00875 896.627 2.05416e-07
1.58375 0.00875 896.666 2.05922e-07
1.60125 0.00875 896.704 2.06379e-07
1.61875 0.00875 896.741 2.06785e-07
1.63625 0.00875 896.777 2.0714e-07
1.65375 0.00875 896.813 2.07444e-07
1.67125 0.00875 896.847 2.07699e-07
1.68875 0.00875 896.881 2.07902e-07
1.70625 0.00875 896.914 2.08054e-07
1.72375 0.00875 896.946 2.08156e-07
1.74125 0.00875 896.977 2.08207e-07
1.75875 0.00875 897.008 2.08207e-07
1.77625 0.00875 897.038 2.08156e-07
1.79375 0.00875 897.067 2.08054e-07
1.81125 0.00875 897.095 2.07902e-07
1.82875 0.00875 897.123 2.07699e-07
1.84625 0.00875 897.151 2.07445e-07
1.86375 0.00875 897.177 2.0714e-07
1.88125 0.00875 897.203 2.06784e-07
1.89875 0.00875 897.228 2.06379e-07
1.91625 0.00875 897.253 2.05922e-07
1.93375 0.00875 897.277 2.05416e-07
1.95125 0.00875 897.3 2.04859e-07
1.96875 0.00875 897.323 2.04252e-07
1.98625 0.00875 897.346 2.03596e-07
2.00375 0.00875 897.367 2.02889e-07
2.02125 0.00875 897.388 2.02133e-07
2.03875 0.00875 897.409 2.01328e-07
2.05625 0.00875 897.429 2.00473e-07
2.07375 0.00875 897.448 1.9957e-07
2.09125 0.00875 897.467 1.98617e-07
2.10875 0.00875 897.485 1.97617e-07
2.12625 0.00875 897.503 1.96568e-07
2.14375 0.00875 897.52 1.95471e-07
2.16125 0.00875 897.536 1.94326e-07
2.17875 0.00875 897.552 1.93133e-07
2.19625 0.00875 897.568 1.91894e-07
2.21375 0.00875 897.583 1.90607e-07
2.23125 0.00875 897.597 1.89275e-07
2.24875 0.00875 897.611 1.87895e-07
2.26625 0.00875 897.624 1.8647e-07
2.28375 0.00875 897.636 1.85e-07
2.30125 0.00875 897.648 1.83484e-07
2.31875 0.00875 897.659 1.81923e-07
2.33625 0.00875 897.67 1.80318e-07
2.35375 0.00875 897.68 1.78669e-07
2.37125 0.00875 897.689 1.76976e-07
2.38875 0.00875 897.698 1.7524e-07
2.40625 0.00875 897.706 1.73462e-07
2.42375 0.00875 897.713 1.7164e-07
2.44125 0.00875 897.72 1.69777e-07
2.45875 0.00875 897.726 1.67873e-07
2.47625 0.00875 897.731 1.65927e-07
2.49375 0.00875 897.735 1.63941e-07
2.51125 0.00875 897.738 1.61915e-07
2.52875 0.00875 897.741 1.59849e-07
2.54625 0.00875 897.743 1.57744e-07
2.56375 0.00875 897.744 1.55601e-07
2.58125 0.00875 897.743 1.53419e-07
2.59875 0.00875 897.742 1.51201e-07
2.61625 0.00875 897.74 1.48945e-07
2.63375 0.00875 897.737 1.46653e-07
2.65125 0.00875 897.733 1.44325e-07
2.66875 0.00875 897.727 1.41962e-07
2.68625 0.00875 897.72 1.39564e-07
2.70375 0.00875 897.712 1.37132e-07
2.72125 0.00875 897.702 1.34666e-07
2.73875 0.00875 897.691 1.32168e-07
2.75625 0.00875 897.678 1.29637e-07
2.77375 0.00875 897.664 1.27075e-07
2.79125 0.00875 897.648 1.24481e-07
2.80875 0.00875 897.629 1.21858e-07
2.82625 0.00875 897.609 1.19204e-07
2.84375 0.00875 897.587 1.16521e-07
2.86125 0.00875 897.562 1.1381e-07
2.87875 0.00875 897.534 1.11071e-07
2.89625 0.00875 897.504 1.08305e-07
2.91375 0.00875 897.471 1.05513e-07
2.93125 0.00875 897.434 1.02694e-07
2.94875 0.00875 897.394 9.98508e-08
2.96625 0.00875 897.349 9.69831e-08
2.98375 0.00875 897.301 9.40915e-08
3.00125 0.00875 897.247 9.11771e-08
3.01875 0.00875 897.189 8.82403e-08
3.03625 0.00875 897.124 8.5282e-08
3.05375 0.00875 897.053 8.23028e-08
3.07125 0.00875 896.975 7.93036e-08
3.08875 0.00875 896.888 7.6285e-08
3.10625 0.00875 896.792 7.32477e-08
3.12375 0.00875 896.686 7.01926e-08
3.14125 0.00875 896.568 6.71203e-08
3.15875 0.00875 896.435 6.40316e-08
3.17625 0.00875 896.287 6.09273e-08
3.19375 0.00875 896.12 5.78082e-08
3.21125 0.00875 895.931 5.46748e-08
3.22875 0.00875 895.717 5.15281e-08
3.24625 0.00875 895.471 4.83689e-08
3.26375 0.00875 895.187 4.51978e-08
3.28125 0.00875 894.856 4.20157e-08
3.29875 0.00875 894.467 3.88233e-08
3.31625 0.00875 894.004 3.56214e-08
3.33375 0.00875 893.444 3.24109e-08
3.35125 0.00875 892.756 2.91924e-08
3.36875 0.00875 891.892 2.59668e-08
3.38625 0.00875 890.776 2.27348e-08
3.40375 0.00875 889.283 1.94973e-08
3.42125 0.00875 887.193 1.62551e-08
3.43875 0.00875 884.075 1.30088e-08
3.45625 0.00875 879.004 9.75933e-09
3.47375 0.00875 869.727 6.50755e-09
3.49125 0.00875 849.981 3.25417e-09
3.50875 0.00875 800 0
-0.00875 0.02625 400 0
0.00875 0.02625 551.179 6.50766e-09
0.02625 0.02625 650.011 1.30136e-08
0.04375 0.02625 711.659 1.95165e-08
0.06125 0.02625 751.289 2.60145e-08
0.07875 0.02625 778.038 3.25063e-08
0.09625 0.02625 796.993 3.89902e-08
0.11375 0.02625 811.007 4.54645e-08
0.13125 0.02625 821.74 5.19277e-08
0.14875 0.02625 830.204 5.83781e-08
0.16625 0.02625 837.039 6.48143e-08
0.18375 0.02625 842.67 7.12347e-08
0.20125 0.02625 847.386 7.76377e-08
0.21875 0.02625 851.392 8.40217e-08
0.23625 0.02625 854.836 9.03851e-08
0.25375 0.02625 857.829 9.67266e-08
0.27125 0.02625 860.453 1.03044e-07
0.28875 0.02625 862.773 1.09337e-07
0.30625 0.02625 864.838 1.15603e-07
0.32375 0.02625 866.688 1.2184e-07
0.34125 0.02625 868.355 1.28048e-07
0.35875 0.02625 869.865 1.34225e-07
0.37625 0.02625 871.239 1.40369e-07
0.39375 0.02625 872.495 1.46478e-07
0.41125 0.02625 873.647 1.52552e-07
0.42875 0.02625 874.708 1.58588e-07
0.44625 0.02625 875.688 1.64586e-07
0.46375 0.02625 876.596 1.70544e-07
0.48125 0.02625 877.439 1.76459e-07
0.49875 0.02625 878.225 1.82332e-07
0.51625 0.02625 878.959 1.8816e-07
0.53375 0.02625 879.646 1.93943e-07
0.55125 0.02625 880.291 1.99678e-07
0.56875 0.02625 880.897 2.05364e-07
0.58625 0.02625 881.467 2.11e-07
0.60375 0.02625 882.006 2.16584e-07
0.62125 0.02625 882.514 2.22116e-07
0.63875 0.02625 882.996 2.27593e-07
0.65625 0.02625 883.452 2.33014e-07
0.67375 0.02625 883.885 2.38379e-07
0.69125 0.02625 884.297 2.43685e-07
0.70875 0.02625 884.689 2.48932e-07
0.72625 0.02625 885.062 2.54118e-07
0.74375 0.02625 885.418 2.59242e-07
0.76125 0.02625 885.758 2.64303e-07
0.77875 0.02625 886.083 2.69299e-07
0.79625 0.02625 886.394 2.7423e-07
0.81375 0.02625 886.692 2.79093e-07
0.83125 0.02625 886.978 2.83888e-07
0.84875 0.02625 887.252 2.88614e-07
0.86625 0.02625 887.516 2.9327e-07
0.88375 0.02625 887.769 2.97853e-07
0.90125 0.02625 888.012 3.02364e-07
0.91875 0.02625 888.247 3.06801e-07
0.93625 0.02625 888.472 3.11164e-07
0.95375 0.02625 888.69 3.1545e-07
0.97125 0.02625 888.9 3.19659e-07
0.98875 0.02625 889.103 3.2379e-07
1.00625 0.02625 889.298 3.27842e-07
1.02375 0.02625 889.487 3.31813e-07
1.04125 0.02625 889.67 3.35704e-07
1.05875 0.02625 889.847 3.39513e-07
1.07625 0.02625 890.018 3.43238e-07
1.09375 0.02625 890.184 3.4688e-07
1.11125 0.02625 890.344 3.50438e-07
1.12875 0.02625 890.5 3.53909e-07
1.14625 0.02625 890.651 3.57294e-07
1.16375 0.02625 890.797 3.60592e-07
1.18125 0.02625 890.94 3.63802e-07
1.19875 0.02625 891.078 3.66923e-07
1.21625 0.02625 891.212 3.69954e-07
1.23375 0.02625 891.342 3.72895e-07
1.25125 0.02625 891.468 3.75745e-07
1.26875 0.02625 891.591 3.78503e-07
1.28625 0.02625 891.711 3.81168e-07
1.30375 0.02625 891.828 3.83741e-07
1.32125 0.02625 891.941 3.86219e-07
1.33875 0.02625 892.051 3.88604e-07
1.35625 0.02625 892.159 3.90893e-07
1.37375 0.02625 892.264 3.93087e-07
1.39125 0.02625 892.365 3.95185e-07
1.40875 0.02625 892.465 3.97186e-07
1.42625 0.02625 892.562 3.9909e-07
1.44375 0.02625 892.656 4.00897e-07
1.46125 0.02625 892.748 4.02606e-07
1.47875 0.02625 892.838 4.04217e-07
1.49625 0.02625 892.926 4.05729e-07
1.51375 0.02625 893.011 4.07141e-07
1.53125 0.02625 893.095 4.08455e-07
1.54875 0.02625 893.176 4.09668e-07
1.56625 0.02625 893.256 4.10781e-07
1.58375 0.02625 893.333 4.11794e-07
1.60125 0.02625 893.409 4.12707e-07
1.61875 0.02625 893.483 4.13518e-07
1.63625 0.02625 893.555 4.14229e-07
1.65375 0.02625 893.626 4.14838e-07
1.67125 0.02625 893.695 4.15346e-07
1.68875 0.02625 893.762 4.15753e-07
1.70625 0.02625 893.828 4.16058e-07
1.72375 0.02625 893.892 4.16261e-07
1.74125 0.02625 893.955 4.16363e-07
1.75875 0.02625 894.016 4.16363e-07
1.77625 0.02625 894.076 4.16262e-07
1.79375 0.02625 894.135 4.16058e-07
1.81125 0.02625 894.192 4.15753e-07
1.82875 0.02625 894.247 4.15346e-07
1.84625 0.02625 894.302 4.14838e-07
1.86375 0.02625 894.355 4.14229e-07
1.88125 0.02625 894.407 4.13518e-07
1.89875 0.02625 894.457 4.12707e-07
1.91625 0.02625 894.507 4.11794e-07
1.93375 0.02625 894.555 4.10781e-07
1.95125 0.02625 894.601 4.09668e-07
1.96875 0.02625 894.647 4.08455e-07
1.98625 0.02625 894.692 4.07141e-07
2.00375 0.02625 894.735 4.05729e-07
2.02125 0.02625 894.777 4.04217e-07
2.03875 0.02625 894.818 4.02606e-07
2.05625 0.02625 894.858 4.00897e-07
2.07375 0.02625 894.897 3.9909e-07
2.09125 0.02625 894.934 3.97186e-07
2.10875 0.02625 894.971 3.95185e-07
2.12625 0.02625 895.006 3.93087e-07
2.14375 0.02625 895.04 3.90893e-07
2.16125 0.02625 895.074 3.88604e-07
2.17875 0.02625 895.106 3.86219e-07
2.19625 0.02625 895.136 3.83741e-07
2.21375 0.02625 895.166 3.81168e-07
2.23125 0.02625 895.194 3.78503e-07
2.24875 0.02625 895.222 3.75745e-07
2.26625 0.02625 895.248 3.72895e-07
2.28375 0.02625 895.273 3.69954e-07
2.30125 0.02625 895.297 3.66923e-07
2.31875 0.02625 895.319 3.63802e-07
2.33625 0.02625 895.34 3.60592e-07
2.35375 0.02625 895.36 3.57295e-07
2.37125 0.02625 895.379 3.53909e-07
2.38875 0.02625 895.396 3.50438e-07
2.40625 0.02625 895.412 3.4688e-07
2.42375 0.02625 895.427 3.43239e-07
2.44125 0.02625 895.44 3.39513e-07
2.45875 0.02625 895.452 3.35704e-07
2.47625 0.02625 895.462 3.31813e-07
2.49375 0.02625 895.471 3.27841e-07
2.51125 0.02625 895.478 3.23789e-07
2.52875 0.02625 895.483 3.19658e-07
2.54625 0.02625 895.486 3.15449e-07
2.56375 0.02625 895.488 3.11163e-07
2.58125 0.02625 895.488 3.06801e-07
2.59875 0.02625 895.486 3.02364e-07
2.61625 0.02625 895.481 2.97853e-07
2.63375 0.02625 895.475 2.93269e-07
2.65125 0.02625 895.466 2.88614e-07
2.66875 0.02625 895.455 2.83888e-07
2.68625 0.02625 895.442 2.79093e-07
2.70375 0.02625 895.425 2.7423e-07
2.72125 0.02625 895.406 2.69299e-07
2.73875 0.02625 895.384 2.64303e-07
2.75625 0.02625 895.358 2.59242e-07
2.77375 0.02625 895.33 2.54118e-07
2.79125 0.02625 895.297 2.48932e-07
2.80875 0.02625 895.261 2.43685e-07
2.82625 0.02625 895.221 2.38379e-07
2.84375 0.02625 895.176 2.33014e-07
2.86125 0.02625 895.126 2.27593e-07
2.87875 0.02625 895.071 2.22115e-07
2.89625 0.02625 895.011 2.16584e-07
2.91375 0.02625 894.944 2.10999e-07
2.93125 0.02625 894.871 2.05363e-07
2.94875 0.02625 894.791 1.99677e-07
2.96625 0.02625 894.703 1.93942e-07
2.98375 0.02625 894.606 1.8816e-07
3.00125 0.02625 894.5 1.82332e-07
3.01875 0.02625 894.383 1.76459e-07
3.03625 0.02625 894.255 1.70543e-07
3.05375 0.02625 894.113 1.64586e-07
3.07125 0.02625 893.958 1.58588e-07
3.08875 0.02625 893.786 1.52551e-07
3.10625 0.02625 893.595 1.46478e-07
3.12375 0.02625 893.384 1.40368e-07
3.14125 0.02625 893.149 1.34224e-07
3.15875 0.02625 892.887 1.28048e-07
3.17625 0.02625 892.593 1.2184e-07
3.19375 0.02625 892.262 1.15602e-07
3.21125 0.02625 891.889 1.09336e-07
3.22875 0.02625 891.464 1.03044e-07
3.24625 0.02625 890.979 9.67259e-08
3.26375 0.02625 890.42 9.03846e-08
3.28125 0.02625 889.77 8.40211e-08
3.29875 0.02625 889.008 7.76371e-08
3.31625 0.02625 888.104 7.12341e-08
3.33375 0.02625 887.017 6.48138e-08
3.35125 0.02625 885.689 5.83776e-08
3.36875 0.02625 884.036 5.19271e-08
3.38625 0.02625 881.928 4.5464e-08
3.40375 0.02625 879.164 3.89898e-08
3.42125 0.02625 875.412 3.25061e-08
3.43875 0.02625 870.102 2.60144e-08
3.45625 0.02625 862.215 1.95163e-08
3.47375 0.02625 849.924 1.30135e-08
3.49125 0.02625 830.197 6.50755e-09
3.50875 0.02625 800 0
-0.00875 0.04375 400 0
0.00875 0.04375 504.703 9.7595e-09
0.02625 0.04375 588.373 1.95165e-08
0.04375 0.04375 650.024 2.92689e-08
0.06125 0.04375 694.694 3.9014e-08
0.07875 0.04375 727.419 4.87496e-08
0.09625 0.04375 751.925 5.84735e-08
0.11375 0.04375 770.731 6.81829e-08
0.13125 0.04375 785.51 7.78757e-08
0.14875 0.04375 797.376 8.75494e-08
0.16625 0.04375 807.085 9.72018e-08
0.18375 0.04375 815.16 1.0683e-07
0.20125 0.04375 821.974 1.16433e-07
0.21875 0.04375 827.795 1.26007e-07
0.23625 0.04375 832.823 1.3555e-07
0.25375 0.04375 837.207 1.4506e-07
0.27125 0.04375 841.063 1.54535e-07
0.28875 0.04375 844.479 1.63972e-07
0.30625 0.04375 847.527 1.73369e-07
0.32375 0.04375 850.262 1.82723e-07
0.34125 0.04375 852.73 1.92033e-07
0.35875 0.04375 854.969 2.01296e-07
0.37625 0.04375 857.008 2.1051e-07
0.39375 0.04375 858.873 2.19672e-07
0.41125 0.04375 860.585 2.28781e-07
0.42875 0.04375 862.163 2.37834e-07
0.44625 0.04375 863.622 2.46829e-07
0.46375 0.04375 864.974 2.55763e-07
0.48125 0.04375 866.231 2.64635e-07
0.49875 0.04375 867.403 2.73443e-07
0.51625 0.04375 868.498 2.82183e-07
0.53375 0.04375 869.523 2.90855e-07
0.55125 0.04375 870.485 2.99455e-07
0.56875 0.04375 871.389 3.07983e-07
0.58625 0.04375 872.242 3.16435e-07
0.60375 0.04375 873.046 3.2481e-07
0.62125 0.04375 873.805 3.33105e-07
0.63875 0.04375 874.525 3.41319e-07
0.65625 0.04375 875.207 3.4945e-07
0.67375 0.04375 875.854 3.57495e-07
0.69125 0.04375 876.47 3.65454e-07
0.70875 0.04375 877.056 3.73322e-07
0.72625 0.04375 877.614 3.811e-07
0.74375 0.04375 878.147 3.88784e-07
0.76125 0.04375 878.656 3.96374e-07
0.77875 0.04375 879.142 4.03867e-07
0.79625 0.04375 879.608 4.11261e-07
0.81375 0.04375 880.054 4.18554e-07
0.83125 0.04375 880.482 4.25746e-07
0.84875 0.04375 880.892 4.32833e-07
0.86625 0.04375 881.286 4.39815e-07
0.88375 0.04375 881.665 4.46689e-07
0.90125 0.04375 882.03 4.53454e-07
0.91875 0.04375 882.381 4.60108e-07
0.93625 0.04375 882.719 4.6665e-07
0.95375 0.04375 883.045 4.73078e-07
0.97125 0.04375 883.359 4.79391e-07
0.98875 0.04375 883.662 4.85586e-07
1.00625 0.04375 883.956 4.91662e-07
1.02375 0.04375 884.239 4.97619e-07
1.04125 0.04375 884.513 5.03454e-07
1.05875 0.04375 884.777 5.09166e-07
1.07625 0.04375 885.034 5.14753e-07
1.09375 0.04375 885.282 5.20215e-07
1.11125 0.04375 885.523 5.25549e-07
1.12875 0.04375 885.756 5.30756e-07
1.14625 0.04375 885.982 5.35832e-07
1.16375 0.04375 886.202 5.40778e-07
1.18125 0.04375 886.415 5.45592e-07
1.19875 0.04375 886.621 5.50272e-07
1.21625 0.04375 886.822 5.54818e-07
1.23375 0.04375 887.017 5.59228e-07
1.25125 0.04375 887.207 5.63502e-07
1.26875 0.04375 887.391 5.67638e-07
1.28625 0.04375 887.571 5.71636e-07
1.30375 0.04375 887.745 5.75494e-07
1.32125 0.04375 887.915 5.79211e-07
1.33875 0.04375 888.081 5.82787e-07
1.35625 0.04375 888.242 5.8622e-07
1.37375 0.04375 888.399 5.8951e-07
1.39125 0.04375 888.551 5.92657e-07
1.40875 0.04375 888.7 5.95658e-07
1.42625 0.04375 888.846 5.98514e-07
1.44375 0.04375 888.987 6.01224e-07
1.46125 0.04375 889.125 6.03787e-07
1.47875 0.04375 889.26 6.06202e-07
1.49625 0.04375 889.391 6.08469e-07
1.51375 0.04375 889.52 6.10588e-07
1.53125 0.04375 889.645 6.12557e-07
1.54875 0.04375 889.767 6.14377e-07
1.56625 0.04375 889.886 6.16047e-07
