TITLE = "2D mesh with final value"
VARIABLES = "X" "Y" "scalar" "diff"
ZONE I=202, J=202, F=POINT
1.42625 0.00875 896.28 9.87916e-09
1.44375 0.00875 896.328 9.92407e-09
1.46125 0.00875 896.374 9.96647e-09
1.47875 0.00875 896.419 1.00065e-08
1.49625 0.00875 896.462 1.0044e-08
1.51375 0.00875 896.505 1.0079e-08
1.53125 0.00875 896.547 1.01115e-08
1.54875 0.00875 896.588 1.01415e-08
1.56625 0.00875 896.627 1.01691e-08
1.58375 0.00875 896.666 1.01941e-08
1.60125 0.00875 896.704 1.02166e-08
1.61875 0.00875 896.741 1.02366e-08
1.63625 0.00875 896.777 1.02541e-08
1.65375 0.00875 896.813 1.0269e-08
1.67125 0.00875 896.847 1.02815e-08
1.68875 0.00875 896.881 1.02914e-08
1.70625 0.00875 896.914 1.02989e-08
1.72375 0.00875 896.946 1.03038e-08
1.74125 0.00875 896.977 1.03063e-08
1.75875 0.00875 897.008 1.03062e-08
1.77625 0.00875 897.038 1.03037e-08
1.79375 0.00875 897.067 1.02987e-08
1.81125 0.00875 897.096 1.02912e-08
1.82875 0.00875 897.123 1.02812e-08
1.84625 0.00875 897.151 1.02688e-08
1.86375 0.00875 897.177 1.02538e-08
1.88125 0.00875 897.203 1.02364e-08
1.89875 0.00875 897.228 1.02165e-08
1.91625 0.00875 897.253 1.01941e-08
1.93375 0.00875 897.277 1.01693e-08
1.95125 0.00875 897.3 1.01418e-08
1.96875 0.00875 897.323 1.01119e-08
1.98625 0.00875 897.346 1.00795e-08
2.00375 0.00875 897.367 1.00446e-08
2.02125 0.00875 897.388 1.00072e-08
2.03875 0.00875 897.409 9.96715e-09
2.05625 0.00875 897.429 9.92463e-09
2.07375 0.00875 897.448 9.87961e-09
2.09125 0.00875 897.467 9.83221e-09
2.10875 0.00875 897.485 9.7823e-09
2.12625 0.00875 897.503 9.73e-09
2.14375 0.00875 897.52 9.67543e-09
2.16125 0.00875 897.537 9.61847e-09
2.17875 0.00875 897.552 9.55936e-09
2.19625 0.00875 897.568 9.49808e-09
2.21375 0.00875 897.583 9.43464e-09
2.23125 0.00875 897.597 9.36893e-09
2.24875 0.00875 897.611 9.30117e-09
2.26625 0.00875 897.624 9.23114e-09
2.28375 0.00875 897.636 9.15884e-09
2.30125 0.00875 897.648 9.08426e-09
2.31875 0.00875 897.659 9.00718e-09
2.33625 0.00875 897.67 8.92783e-09
2.35375 0.00875 897.68 8.84609e-09
2.37125 0.00875 897.689 8.76196e-09
2.38875 0.00875 897.698 8.67544e-09
2.40625 0.00875 897.706 8.58677e-09
2.42375 0.00875 897.713 8.49582e-09
2.44125 0.00875 897.72 8.40294e-09
2.45875 0.00875 897.726 8.30823e-09
2.47625 0.00875 897.731 8.21171e-09
2.49375 0.00875 897.735 8.11349e-09
2.51125 0.00875 897.738 8.01367e-09
2.52875 0.00875 897.741 7.91215e-09
2.54625 0.00875 897.743 7.80892e-09
2.56375 0.00875 897.744 7.70365e-09
2.58125 0.00875 897.743 7.59633e-09
2.59875 0.00875 897.742 7.48673e-09
2.61625 0.00875 897.74 7.37475e-09
2.63375 0.00875 897.737 7.26061e-09
2.65125 0.00875 897.733 7.14419e-09
2.66875 0.00875 897.727 7.02596e-09
2.68625 0.00875 897.72 6.90625e-09
2.70375 0.00875 897.712 6.7854e-09
2.72125 0.00875 897.702 6.66364e-09
2.73875 0.00875 897.691 6.54097e-09
2.75625 0.00875 897.678 6.41717e-09
2.77375 0.00875 897.664 6.29188e-09
2.79125 0.00875 897.648 6.16456e-09
2.80875 0.00875 897.629 6.03484e-09
2.82625 0.00875 897.609 5.90273e-09
2.84375 0.00875 897.587 5.76824e-09
2.86125 0.00875 897.562 5.63216e-09
2.87875 0.00875 897.534 5.49517e-09
2.89625 0.00875 897.504 5.35806e-09
2.91375 0.00875 897.471 5.22107e-09
2.93125 0.00875 897.434 5.08385e-09
2.94875 0.00875 897.394 4.94526e-09
2.96625 0.00875 897.349 4.80406e-09
2.98375 0.00875 897.301 4.6598e-09
3.00125 0.00875 897.247 4.51291e-09
3.01875 0.00875 897.189 4.36489e-09
3.03625 0.00875 897.124 4.21778e-09
3.05375 0.00875 897.053 4.07215e-09
3.07125 0.00875 896.975 3.92697e-09
3.08875 0.00875 896.888 3.77975e-09
3.10625 0.00875 896.792 3.62832e-09
3.12375 0.00875 896.686 3.47347e-09
3.14125 0.00875 896.568 3.31852e-09
3.15875 0.00875 896.435 3.16675e-09
3.17625 0.00875 896.287 3.01759e-09
3.19375 0.00875 896.12 2.86582e-09
3.21125 0.00875 895.931 2.70779e-09
3.22875 0.00875 895.717 2.54727e-09
3.24625 0.00875 895.471 2.39174e-09
3.26375 0.00875 895.187 2.24077e-09
3.28125 0.00875 894.856 2.08433e-09
3.29875 0.00875 894.467 1.92017e-09
3.31625 0.00875 894.004 1.76124e-09
3.33375 0.00875 893.444 1.60935e-09
3.35125 0.00875 892.756 1.44803e-09
3.36875 0.00875 891.892 1.2825e-09
3.38625 0.00875 890.776 1.12846e-09
3.40375 0.00875 889.283 9.6702e-10
3.42125 0.00875 887.193 8.0081e-10
3.43875 0.00875 884.075 6.43922e-10
3.45625 0.00875 879.004 4.76348e-10
3.47375 0.00875 869.727 3.13776e-10
3.49125 0.00875 849.981 1.36765e-10
3.50875 0.00875 800 0
-0.00875 0.02625 400 0
0.00875 0.02625 551.179 3.43221e-10
0.02625 0.02625 650.011 7.26686e-10
0.04375 0.02625 711.659 1.09537e-09
0.06125 0.02625 751.289 1.46918e-09
0.07875 0.02625 778.038 1.83195e-09
0.09625 0.02625 796.993 2.20382e-09
0.11375 0.02625 811.007 2.57069e-09
0.13125 0.02625 821.74 2.92982e-09
0.14875 0.02625 830.204 3.29999e-09
0.16625 0.02625 837.039 3.66549e-09
0.18375 0.02625 842.67 4.0211e-09
0.20125 0.02625 847.386 4.38308e-09
0.21875 0.02625 851.392 4.74984e-09
0.23625 0.02625 854.836 5.10829e-09
0.25375 0.02625 857.829 5.46049e-09
0.27125 0.02625 860.453 5.81633e-09
0.28875 0.02625 862.773 6.17638e-09
0.30625 0.02625 864.838 6.53324e-09
0.32375 0.02625 866.688 6.88294e-09
0.34125 0.02625 868.355 7.22912e-09
0.35875 0.02625 869.865 7.57666e-09
0.37625 0.02625 871.239 7.92647e-09
0.39375 0.02625 872.495 8.27526e-09
0.41125 0.02625 873.647 8.61928e-09
0.42875 0.02625 874.708 8.95807e-09
0.44625 0.02625 875.688 9.29344e-09
0.46375 0.02625 876.596 9.62802e-09
0.48125 0.02625 877.439 9.96283e-09
0.49875 0.02625 878.225 1.0297e-08
0.51625 0.02625 878.959 1.06287e-08
0.53375 0.02625 879.646 1.09563e-08
0.55125 0.02625 880.291 1.12794e-08
0.56875 0.02625 880.897 1.15984e-08
0.58625 0.02625 881.467 1.19145e-08
0.60375 0.02625 882.006 1.22286e-08
0.62125 0.02625 882.514 1.25412e-08
0.63875 0.02625 882.996 1.2852e-08
0.65625 0.02625 883.452 1.316e-08
0.67375 0.02625 883.885 1.34647e-08
0.69125 0.02625 884.297 1.37653e-08
0.70875 0.02625 884.689 1.40615e-08
0.72625 0.02625 885.062 1.43533e-08
0.74375 0.02625 885.418 1.4641e-08
0.76125 0.02625 885.758 1.49255e-08
0.77875 0.02625 886.083 1.52066e-08
0.79625 0.02625 886.394 1.54848e-08
0.81375 0.02625 886.692 1.576e-08
0.83125 0.02625 886.978 1.60318e-08
0.84875 0.02625 887.252 1.63e-08
0.86625 0.02625 887.516 1.65639e-08
0.88375 0.02625 887.769 1.68236e-08
0.90125 0.02625 888.012 1.70786e-08
0.91875 0.02625 888.247 1.73291e-08
0.93625 0.02625 888.472 1.75747e-08
0.95375 0.02625 888.69 1.7816e-08
0.97125 0.02625 888.9 1.80527e-08
0.98875 0.02625 889.103 1.82853e-08
1.00625 0.02625 889.298 1.85137e-08
1.02375 0.02625 889.487 1.87379e-08
1.04125 0.02625 889.67 1.89577e-08
1.05875 0.02625 889.847 1.91733e-08
1.07625 0.02625 890.018 1.93843e-08
1.09375 0.02625 890.184 1.95907e-08
1.11125 0.02625 890.344 1.97923e-08
1.12875 0.02625 890.5 1.99889e-08
1.14625 0.02625 890.651 2.01803e-08
1.16375 0.02625 890.797 2.03667e-08
1.18125 0.02625 890.94 2.05476e-08
1.19875 0.02625 891.078 2.07235e-08
1.21625 0.02625 891.212 2.08942e-08
1.23375 0.02625 891.342 2.10598e-08
1.25125 0.02625 891.468 2.12202e-08
1.26875 0.02625 891.591 2.13755e-08
1.28625 0.02625 891.711 2.15257e-08
1.30375 0.02625 891.828 2.16708e-08
1.32125 0.02625 891.941 2.18107e-08
1.33875 0.02625 892.051 2.19454e-08
1.35625 0.02625 892.159 2.20749e-08
1.37375 0.02625 892.264 2.21992e-08
1.39125 0.02625 892.366 2.2318e-08
1.40875 0.02625 892.465 2.24314e-08
1.42625 0.02625 892.562 2.25393e-08
1.44375 0.02625 892.656 2.26418e-08
1.46125 0.02625 892.748 2.27385e-08
1.47875 0.02625 892.838 2.28297e-08
1.49625 0.02625 892.926 2.29152e-08
1.51375 0.02625 893.011 2.29951e-08
1.53125 0.02625 893.095 2.30692e-08
1.54875 0.02625 893.176 2.31378e-08
1.56625 0.02625 893.256 2.32005e-08
1.58375 0.02625 893.333 2.32576e-08
1.60125 0.02625 893.409 2.33089e-08
1.61875 0.02625 893.483 2.33546e-08
1.63625 0.02625 893.556 2.33945e-08
1.65375 0.02625 893.626 2.34286e-08
1.67125 0.02625 893.695 2.34571e-08
1.68875 0.02625 893.762 2.34799e-08
1.70625 0.02625 893.828 2.34968e-08
1.72375 0.02625 893.892 2.35082e-08
1.74125 0.02625 893.955 2.35137e-08
1.75875 0.02625 894.016 2.35136e-08
1.77625 0.02625 894.076 2.35078e-08
1.79375 0.02625 894.135 2.34965e-08
1.81125 0.02625 894.192 2.34793e-08
1.82875 0.02625 894.247 2.34564e-08
1.84625 0.02625 894.302 2.3428e-08
1.86375 0.02625 894.355 2.33939e-08
1.88125 0.02625 894.407 2.33541e-08
1.89875 0.02625 894.457 2.33086e-08
1.91625 0.02625 894.507 2.32575e-08
1.93375 0.02625 894.555 2.32008e-08
1.95125 0.02625 894.602 2.31381e-08
1.96875 0.02625 894.647 2.30699e-08
1.98625 0.02625 894.692 2.29959e-08
2.00375 0.02625 894.735 2.29161e-08
2.02125 0.02625 894.777 2.28307e-08
2.03875 0.02625 894.818 2.27394e-08
2.05625 0.02625 894.858 2.26426e-08
2.07375 0.02625 894.897 2.25399e-08
2.09125 0.02625 894.934 2.24318e-08
2.10875 0.02625 894.971 2.23181e-08
2.12625 0.02625 895.006 2.21989e-08
2.14375 0.02625 895.041 2.20745e-08
2.16125 0.02625 895.074 2.19447e-08
2.17875 0.02625 895.106 2.18099e-08
2.19625 0.02625 895.136 2.16701e-08
2.21375 0.02625 895.166 2.15251e-08
2.23125 0.02625 895.194 2.13753e-08
2.24875 0.02625 895.222 2.12204e-08
2.26625 0.02625 895.248 2.10605e-08
2.28375 0.02625 895.273 2.08955e-08
2.30125 0.02625 895.297 2.07251e-08
2.31875 0.02625 895.319 2.05495e-08
2.33625 0.02625 895.34 2.03685e-08
2.35375 0.02625 895.36 2.01819e-08
2.37125 0.02625 895.379 1.99901e-08
2.38875 0.02625 895.396 1.9793e-08
2.40625 0.02625 895.412 1.95907e-08
2.42375 0.02625 895.427 1.93836e-08
2.44125 0.02625 895.44 1.91718e-08
2.45875 0.02625 895.452 1.89558e-08
2.47625 0.02625 895.462 1.87357e-08
2.49375 0.02625 895.471 1.85117e-08
2.51125 0.02625 895.478 1.82839e-08
2.52875 0.02625 895.483 1.80521e-08
2.54625 0.02625 895.486 1.78162e-08
2.56375 0.02625 895.488 1.75759e-08
2.58125 0.02625 895.488 1.73308e-08
2.59875 0.02625 895.486 1.70807e-08
2.61625 0.02625 895.482 1.68254e-08
2.63375 0.02625 895.475 1.65651e-08
2.65125 0.02625 895.466 1.62999e-08
2.66875 0.02625 895.455 1.60305e-08
2.68625 0.02625 895.442 1.57577e-08
2.70375 0.02625 895.425 1.54821e-08
2.72125 0.02625 895.406 1.52041e-08
2.73875 0.02625 895.384 1.49239e-08
2.75625 0.02625 895.358 1.46409e-08
2.77375 0.02625 895.33 1.43547e-08
2.79125 0.02625 895.297 1.4064e-08
2.80875 0.02625 895.261 1.3768e-08
2.82625 0.02625 895.221 1.34668e-08
2.84375 0.02625 895.176 1.31604e-08
2.86125 0.02625 895.126 1.28504e-08
2.87875 0.02625 895.071 1.25383e-08
2.89625 0.02625 895.011 1.22257e-08
2.91375 0.02625 894.944 1.19128e-08
2.93125 0.02625 894.871 1.1599e-08
2.94875 0.02625 894.791 1.12822e-08
2.96625 0.02625 894.703 1.09599e-08
2.98375 0.02625 894.606 1.0631e-08
3.00125 0.02625 894.5 1.02966e-08
3.01875 0.02625 894.383 9.95976e-09
3.03625 0.02625 894.255 9.62416e-09
3.05375 0.02625 894.114 9.2914e-09
3.07125 0.02625 893.958 8.95943e-09
3.08875 0.02625 893.786 8.62269e-09
3.10625 0.02625 893.595 8.27765e-09
3.12375 0.02625 893.384 7.92522e-09
3.14125 0.02625 893.149 7.57245e-09
3.15875 0.02625 892.887 7.22605e-09
3.17625 0.02625 892.593 6.88442e-09
3.19375 0.02625 892.262 6.53733e-09
3.21125 0.02625 891.889 6.17752e-09
3.22875 0.02625 891.464 5.81269e-09
3.24625 0.02625 890.979 5.45765e-09
3.26375 0.02625 890.42 5.11159e-09
3.28125 0.02625 889.77 4.75416e-09
3.29875 0.02625 889.008 4.38126e-09
3.31625 0.02625 888.104 4.01883e-09
3.33375 0.02625 887.017 3.67027e-09
3.35125 0.02625 885.689 3.30283e-09
3.36875 0.02625 884.036 2.92687e-09
3.38625 0.02625 881.928 2.57387e-09
3.40375 0.02625 879.164 2.20575e-09
3.42125 0.02625 875.412 1.8282e-09
3.43875 0.02625 870.102 1.46929e-09
3.45625 0.02625 862.215 1.08867e-09
3.47375 0.02625 849.924 7.18273e-10
3.49125 0.02625 830.197 3.18892e-10
3.50875 0.02625 800 0
-0.00875 0.04375 400 0
0.00875 0.04375 504.703 5.21084e-10
0.02625 0.04375 588.373 1.10253e-09
0.04375 0.04375 650.024 1.6621e-09
0.06125 0.04375 694.694 2.22906e-09
0.07875 0.04375 727.419 2.77953e-09
0.09625 0.04375 751.925 3.34364e-09
0.11375 0.04375 770.731 3.90025e-09
0.13125 0.04375 785.51 4.44516e-09
0.14875 0.04375 797.376 5.00654e-09
0.16625 0.04375 807.085 5.56111e-09
0.18375 0.04375 815.16 6.10066e-09
0.20125 0.04375 821.974 6.65e-09
0.21875 0.04375 827.795 7.20627e-09
0.23625 0.04375 832.823 7.75015e-09
0.25375 0.04375 837.207 8.28447e-09
0.27125 0.04375 841.063 8.82449e-09
0.28875 0.04375 844.479 9.37075e-09
0.30625 0.04375 847.527 9.91213e-09
0.32375 0.04375 850.262 1.04427e-08
0.34125 0.04375 852.73 1.09678e-08
0.35875 0.04375 854.969 1.14952e-08
0.37625 0.04375 857.008 1.2026e-08
0.39375 0.04375 858.873 1.2555e-08
0.41125 0.04375 860.585 1.30771e-08
0.42875 0.04375 862.163 1.3591e-08
0.44625 0.04375 863.622 1.40999e-08
0.46375 0.04375 864.974 1.46075e-08
0.48125 0.04375 866.231 1.51155e-08
0.49875 0.04375 867.403 1.56224e-08
0.51625 0.04375 868.498 1.61257e-08
0.53375 0.04375 869.523 1.66228e-08
0.55125 0.04375 870.485 1.71129e-08
0.56875 0.04375 871.39 1.7597e-08
0.58625 0.04375 872.242 1.80765e-08
0.60375 0.04375 873.046 1.85532e-08
0.62125 0.04375 873.805 1.90274e-08
0.63875 0.04375 874.525 1.94988e-08
0.65625 0.04375 875.207 1.99664e-08
0.67375 0.04375 875.854 2.04285e-08
0.69125 0.04375 876.47 2.08845e-08
0.70875 0.04375 877.056 2.13338e-08
0.72625 0.04375 877.614 2.17765e-08
0.74375 0.04375 878.147 2.22133e-08
0.76125 0.04375 878.656 2.26447e-08
0.77875 0.04375 879.142 2.30713e-08
0.79625 0.04375 879.608 2.34934e-08
0.81375 0.04375 880.054 2.39108e-08
0.83125 0.04375 880.482 2.43232e-08
0.84875 0.04375 880.892 2.473e-08
0.86625 0.04375 881.286 2.51305e-08
0.88375 0.04375 881.665 2.55244e-08
0.90125 0.04375 882.03 2.59114e-08
0.91875 0.04375 882.381 2.62913e-08
0.93625 0.04375 882.719 2.66641e-08
0.95375 0.04375 883.045 2.703e-08
0.97125 0.04375 883.359 2.73892e-08
0.98875 0.04375 883.663 2.77421e-08
1.00625 0.04375 883.956 2.80885e-08
1.02375 0.04375 884.239 2.84286e-08
1.04125 0.04375 884.513 2.87623e-08
1.05875 0.04375 884.778 2.90893e-08
1.07625 0.04375 885.034 2.94095e-08
1.09375 0.04375 885.282 2.97227e-08
1.11125 0.04375 885.523 3.00284e-08
1.12875 0.04375 885.756 3.03268e-08
1.14625 0.04375 885.982 3.06172e-08
1.16375 0.04375 886.202 3.08999e-08
1.18125 0.04375 886.415 3.11745e-08
1.19875 0.04375 886.621 3.14415e-08
1.21625 0.04375 886.822 3.17004e-08
1.23375 0.04375 887.017 3.19516e-08
1.25125 0.04375 887.207 3.2195e-08
1.26875 0.04375 887.391 3.24306e-08
1.28625 0.04375 887.571 3.26584e-08
1.30375 0.04375 887.745 3.28785e-08
1.32125 0.04375 887.915 3.30907e-08
1.33875 0.04375 888.081 3.32951e-08
1.35625 0.04375 888.242 3.34916e-08
1.37375 0.04375 888.399 3.36801e-08
1.39125 0.04375 888.552 3.38604e-08
1.40875 0.04375 888.701 3.40325e-08
1.42625 0.04375 888.846 3.41963e-08
1.44375 0.04375 888.987 3.43516e-08
1.46125 0.04375 889.125 3.44984e-08
1.47875 0.04375 889.26 3.46367e-08
1.49625 0.04375 889.391 3.47665e-08
1.51375 0.04375 889.52 3.48876e-08
